,0
849d2b5883616b8fdbd3573e541d6783,8.0
94930d6d4315083a63ffc6608641407a,8.0
220d145480f38017d37275e67f9099ad,8.0
6f43fcb4cb5a98d5b1df7d36d37580db,7.0
69a2b2f7f68191f941922cbf9c194154,7.0
5a45dd13446015d57bb05b00f10e946e,7.0
2c9b53925e31925904e8d15fd3ca40b4,7.0
a052850c060aba624bbecfcc58d71e60,7.0
48e66f67ee65084530b7c5e2c0d26021,7.0
fed5f4cd8b8b04bd62d45d4e05f8cf06,7.0
76a45c9931e8803db17e02be0151c896,7.0
52db9c3372d2be4c5f2bfaf34099fa38,7.0
c573e0f9ed4ea4f0841fd0adb1d1ffcb,7.0
9b122f772c71b74f127f46eac864fe8a,7.0
8eba900091428a349a1fa21ebdedf6a9,7.0
15b2bcc6f07ada4740d9c7aa3f59d9cd,7.0
71160c65bda30d2123f59cb99722fe01,7.0
fc980fbb519b67e9132f404e8578c752,7.0
82670c70bff3f85d3ad3d5ef9179d8ec,7.0
3d93798d2fc13a7c955c0c6feb11165e,7.0
11e466b339bf1c3d80ff0c3f6c9a0143,7.0
5fdf3cc5c1e34090c263392fffbd9634,7.0
a1cef43e32423b3756a383f27ffde989,7.0
9c87e9b99b025affafd920b7453f8fa2,7.0
64a0284381bc45f57353a16c14df6ccf,7.0
41f70aaaf3b7ba23c524a70db47c36dc,7.0
d5c031b4d3eb5cdec50b1df5d42094f8,7.0
57b94f9f0842bf56e2ae05c5a1523742,7.0
a89a8d2c90daaf9815822e6d6b69ed21,7.0
f439a024f1d336a85a3fb660b1274313,7.0
3f2ca29402a89ff8d0a30f139c964e49,7.0
acd113869cc857a179b7daf3374351db,7.0
97069842171cbfcfbfad602f6652d6a8,6.0
53c901f5f0591719593458392ec379f1,6.0
606d1bee674f0a6ed65a96d57bce2df7,6.0
6134d21d0c3f6251d862364b75f60d42,6.0
5256f2a3e7b7384eb1d93e9e4231a755,6.0
5f8ee573c4493cf89a4b6e2ddfe90820,6.0
28919883f362dffbe6df6e1cdfa12aff,6.0
cc88ce229891984abba6c465280ecd80,6.0
fe8e199229b504805a8632178e97175f,6.0
71a555c4b8c9332d8905b1b3973a582e,6.0
b1decce3d85d2346b18bfe441d792d9e,6.0
106c767c937544d6ccb4285f4ad86ca0,6.0
4d961159d9e2cb03e24d0e1a85828d77,6.0
fe156f9f8b8b24ec3102d58cf188743f,6.0
10ccefbb2605c7dae2ac59c4665c84b4,6.0
2e974a7e432532b56fad5aa51fe5b3a2,6.0
f61e4922133d87744100b93f9f8f3117,6.0
7bd5c0d39560bce5a442a5e7f8e32971,6.0
0b66950321cd383fa3dafc094522cc50,6.0
134cca371ccf91411d4b4d3b7b22c3f2,6.0
7179a838c3f845b3c45f29b1badcdb62,6.0
16b7309581484beb3f7e7b7ad0ec7e27,5.0
4cfcf67c2cc6642cd80f24c4d0eef2af,5.0
05a088ef3431f9058b2247785bf3ca9c,5.0
b7075914a0209ed1758bfd0699b977b7,5.0
6fe8a92a6fdf3d36aa9ebea838d17e07,5.0
74360042c1dacbb309c940455358099f,5.0
92a4d068f74ce2f4efa8294aa7ff9657,5.0
d02c82b9a3c096e00f2d47232fdade7d,5.0
69012dd7da09fff258815ab778290f1e,5.0
ce036016c3fd016b9f26f8f390384dee,5.0
26bb6e553a7ee4897ce5beefbc3cffa7,5.0
034d6caaef6fe543ba8b55c16327d790,5.0
35640bdb466dc50094bdfd7ad9b73d35,5.0
131472429514ae787208c03d189b8212,5.0
e2905a742c6a426fc9a80efa73a37f27,5.0
c28408c51748da1faf431d360573e551,5.0
8e91220636a5b4889e9e83538ade7e27,5.0
f23d3a225395751bc3d55a3b16b873ae,5.0
4a46f410513b79ebd30ed0f36a9ff644,5.0
e613a1addefd08a6a5abadb71f2b28e7,5.0
173efde69421204fff40eb3d2b6e3c63,4.0
192ece5d689f6162112bf92e0b13fff8,4.0
fbbc85270ecb7d8763d9011cac105ee6,4.0
15598ea0bf06bd78446a1abf1a0f5a60,4.0
9c01aa2a0de0c8e2e443cf7bc67761dd,4.0
91c19a62276b3ee9cf50d1957b0858b7,4.0
e10d46646b470533217fb21c6ab8e211,4.0
25cb1755d46417df877f08703caf4b7a,4.0
a08c194d9b39af8b024d8b21959a1a7f,4.0
123ce59c9ebf63312708238daacec21f,4.0
9cc8de033e1e9ae2d107c29e315c374d,4.0
6c184dc23324144a1399a53bf7932fb1,4.0
3621abebf93e0b6f74c9cd05e0348eab,4.0
182a2c9306ca10e016a4be38092296ba,4.0
6fa6e662719e8623d4c11a8c9ca3bd1c,4.0
9e107671cd1f9d2d22eb1fb210ee4c50,4.0
70bacedb7289bab3d36c35d6a98af471,4.0
eeb1d09f8ae100a6ee812d94dd12a1c3,4.0
4c58f2abfbc99db0ab9f7ebc4bb3f4f9,4.0
225a9a629e3d67357ce2a3be414a9b8b,4.0
29cf117ff6128a3b00f4c6de659dcece,4.0
bafc0dd6e7511debfdd968a5d49f6207,4.0
4e2b9a6575f4f39fec0cf1127ad5cf71,3.0
e58a26693e1ecb95a23f85acb142febf,3.0
bced63c1773bef719ebf93788ae84103,3.0
fddf856a2be338a72f592f12d97104da,3.0
0029cef64e55ef6d1052bdbd2be0f045,3.0
f6aec2173661014c71e56e0e280e7b2d,3.0
c38ecbedcb5d6a885b9f1007249efb5d,3.0
f9caa15f149fee809d843f84c7a16cf4,3.0
dde8d852bacb660640ce654e4f31fd27,3.0
34fdf3a3e834c666d3fc25b93152e640,3.0
d9153eee8b4972105782d6a6a027ed67,3.0
5df01dd55c0bafd4a5ae738abe3f0bc5,3.0
f41b2f6a74d073b5b268acfd201341e7,3.0
620cd071f51bddc532d63f47a1f23b66,3.0
50e49a638a19499628f9f317fe267d51,3.0
de0969dcf911519f8c72685c04f6b0e0,3.0
7f1e5b16d380ea6af8788197bf271543,3.0
33864318be5e8eafd789d211baf10a4f,3.0
a26b583ec8a8a9430f3d547feb227e23,3.0
76f3143711fed7f8fcce6f4b49af7d66,3.0
6119f96049eec9eead696ea936b7e29c,3.0
bfe80d15c04cddf0120d628b1846974d,2.0
540e95e4330f764cc7ab51e26a8332ac,2.0
0d658faae169779079bfa354172aba5c,2.0
3dbc2d4c0a9b06d5d5e1404f7908427c,2.0
c44163114fbf235f11e378be4f34863f,2.0
603f46e3775793603afcba6221ca440e,2.0
56f936e4257858034a3fe14de035c5d5,2.0
51dd4f0ccae02f42048dbb6cc492b6f5,2.0
a644f6869b849484935b05e5d8c5d508,2.0
438ef25569896213d2fd34928eb27636,2.0
d5fc03e85e5937ec4d33a7fd5cf66bb5,2.0
