Feature ID	Taxon	Consensus
8d0a7ef04862f2060014e24f6c7ccf0f	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Philodromidae;g__Ebo;s__iviei	1.0
b9309a3498f9bb1c3436ba129b5864fc	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Thomisidae;g__Xysticus;s__emertoni	1.0
8d8d51f0b3c69efecda25ee33ff6871b	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Thomisidae;g__Xysticus;s__britcheri	1.0
02f3e1783063d8501ab870590fa12d64	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Pediciidae;g__;s__	1.0
f05cd4c583db0501388e191c2ccdcb6c	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__	1.0
0e7a47617ce5c6754f215baaf9614045	k__Animalia;p__Arthropoda;c__Insecta;o__Ephemeroptera;f__Ephemerellidae;g__Eurylophella;s__prudentalis	1.0
5b47b989d66001762250598b3f1abfff	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__albidum	1.0
5fd647138f4493fb1e45a0b88cd0788e	Unassigned	1.0
8669bec779f2e7961f950ea9a8236178	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__;s__	1.0
56a623780549b3236bb0316e7190b789	Unassigned	1.0
ea37e41fd048afce1d8212701227ed36	k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Delphacidae;g__Criomorphus;s__conspicuus	1.0
022947c33b84629e647ca4561f044d9d	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiidae;g__Theridion;s__differens	1.0
622ea3879ff1994048934f525cc79240	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Theridiosomatidae;g__Theridiosoma;s__gemmosum	1.0
059208146d4b80e04e308a36d7103c32	k__Animalia;p__Arthropoda;c__Insecta;o__Hymenoptera;f__Braconidae;g__Pauesia;s__	1.0
ab5674878a1d452a3ef418b76ab78cd1	k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Limnephilidae;g__Nemotaulius;s__hostilis	1.0
5d2aebdf1f284bf075435324d5439585	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Philodromidae;g__Tibellus;s__maritimus	1.0
132baed392d0bd8f9673ec503cb9956b	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Clubionidae;g__Clubiona;s__canadensis	1.0
744e22792bd640aa8a68e5d08a4e630e	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Tetragnathidae;g__Tetragnatha;s__shoshone	1.0
775382486ad76f975319541858e2d16b	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Limoniidae;g__Euphylidorea;s__platyphallus	1.0
b1e1d5f135754afe4f056285016e52ac	k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae;g__Epiglaea;s__apiata	1.0
02b32c0e356ea2211c096440d71e728c	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Salticidae;g__Evarcha;s__hoyi	1.0
144708b9fe0463bd962e694b14d2ed76	k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Syrphidae;g__Blera;s__confusa	1.0
5f817bf7511a3d1fcd3f723cfcad9240	k__Animalia;p__Arthropoda;c__Arachnida;o__Araneae;f__Thomisidae;g__Xysticus;s__britcheri	1.0
728c6e9a5572b77dd044acea18295475	k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Elateridae;g__Ampedus;s__luctuosus	1.0
